Date,Time,Ticker,Maturity,Open,High,Low,Close,Volume
20181102,150100,BRF,201901,,,,,
20181102,150200,BRF,201901,,,,,
20181102,150300,BRF,201901,,,,,
20181102,150400,BRF,201901,,,,,
20181102,150500,BRF,201901,,,,,
20181102,150600,BRF,201901,,,,,
20181102,150700,BRF,201901,2267.5,2267.5,2267.5,2267.5,52.0
20181102,150800,BRF,201901,,,,,
20181102,150900,BRF,201901,,,,,
20181102,151000,BRF,201901,,,,,
20181102,151100,BRF,201901,,,,,
20181102,151200,BRF,201901,,,,,
20181102,151300,BRF,201901,,,,,
20181102,151400,BRF,201901,,,,,
20181102,151500,BRF,201901,,,,,
20181102,151600,BRF,201901,,,,,
20181102,151700,BRF,201901,,,,,
20181102,151800,BRF,201901,2246.0,2246.0,2246.0,2246.0,2.0
20181102,151900,BRF,201901,,,,,
20181102,152000,BRF,201901,,,,,
20181102,152100,BRF,201901,,,,,
20181102,152200,BRF,201901,2257.0,2257.0,2257.0,2257.0,52.0
20181102,152300,BRF,201901,,,,,
20181102,152400,BRF,201901,,,,,
20181102,152500,BRF,201901,,,,,
20181102,152600,BRF,201901,,,,,
20181102,152700,BRF,201901,,,,,
20181102,152800,BRF,201901,,,,,
20181102,152900,BRF,201901,,,,,
20181102,153000,BRF,201901,,,,,
20181102,153100,BRF,201901,,,,,
20181102,153200,BRF,201901,,,,,
20181102,153300,BRF,201901,,,,,
20181102,153400,BRF,201901,,,,,
20181102,153500,BRF,201901,,,,,
20181102,153600,BRF,201901,,,,,
20181102,153700,BRF,201901,2223.0,2223.0,2223.0,2223.0,2.0
20181102,153800,BRF,201901,,,,,
20181102,153900,BRF,201901,,,,,
20181102,154000,BRF,201901,,,,,
20181102,154100,BRF,201901,,,,,
20181102,154200,BRF,201901,,,,,
20181102,154300,BRF,201901,,,,,
20181102,154400,BRF,201901,,,,,
20181102,154500,BRF,201901,,,,,
20181102,154600,BRF,201901,,,,,
20181102,154700,BRF,201901,,,,,
20181102,154800,BRF,201901,,,,,
20181102,154900,BRF,201901,,,,,
20181102,155000,BRF,201901,,,,,
20181102,155100,BRF,201901,,,,,
20181102,155200,BRF,201901,,,,,
20181102,155300,BRF,201901,,,,,
20181102,155400,BRF,201901,,,,,
20181102,155500,BRF,201901,,,,,
20181102,155600,BRF,201901,,,,,
20181102,155700,BRF,201901,,,,,
20181102,155800,BRF,201901,,,,,
20181102,155900,BRF,201901,,,,,
20181102,160000,BRF,201901,,,,,
20181102,160100,BRF,201901,2221.0,2221.0,2221.0,2221.0,2.0
20181102,160200,BRF,201901,,,,,
20181102,160300,BRF,201901,,,,,
20181102,160400,BRF,201901,,,,,
20181102,160500,BRF,201901,,,,,
20181102,160600,BRF,201901,,,,,
20181102,160700,BRF,201901,,,,,
20181102,160800,BRF,201901,,,,,
20181102,160900,BRF,201901,,,,,
20181102,161000,BRF,201901,,,,,
20181102,161100,BRF,201901,,,,,
20181102,161200,BRF,201901,,,,,
20181102,161300,BRF,201901,,,,,
20181102,161400,BRF,201901,,,,,
20181102,161500,BRF,201901,,,,,
